Structure [idcode]	Molecule Name	Total Molweight	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Polar Surface Area	Mutagenic	Tumorigenic	Irritant	Non-H Atoms	Stereo Centers	Rotatable Bonds	Smiles	InChI	InChI-Key	
ekXzB@HDJCAm`@enSIrJIQRJJiZKJJIJIESQIQQYTrrZxfVdWTujjjjjjB`ZHJ@J@HHXpad\fR^bJ@@	1sgu	614.808	0.736	-3.323	9	5	490.07	119.23	none	none	none	45	6	12	CC(C)(C)NC([C@H]1N(C[C@H](C[C@@H](Cc2ccccc2)C(N[C@H]([C@@H](C2)O)c3c2cccc3)=O)O)CC[N@@H+](Cc2cnccc2)C1)=O	InChI=1S/C36H47N5O4/c1-36(2,3)39-35(45)31-24-40(22-26-12-9-15-37-21-26)16-17-41(31)23-29(42)19-28(18-25-10-5-4-6-11-25)34(44)38-33-30-14-8-7-13-27(30)20-32(33)43/h4-15,21,28-29,31-33,42-43H,16-20,22-24H2,1-3H3,(H,38,44)(H,39,45)/p+1/t28-,29+,31+,32-,33+/m1/s1	CBVCZFGXHXORBI-PXQQMZJSSA-O	
e`R^HDHJNCOAmol`IABPheIkeU{YWvYYvSPJIKIZy{zjjj`HFhHJEbJCA@@	1zgi	440.477	2.3656	-4.895	8	2	325.18	98.27	none	none	none	32	1	7	FC(CNc1nccc2c1nc(Cc(cccc1)c1-n1ncnc1)o2)([C@@H]1[NH2+]CCCC1)F	InChI=1S/C22H23F2N7O/c23-22(24,18-7-3-4-9-26-18)12-28-21-20-17(8-10-27-21)32-19(30-20)11-15-5-1-2-6-16(15)31-14-25-13-29-31/h1-2,5-6,8,10,13-14,18,26H,3-4,7,9,11-12H2,(H,27,28)/p+1/t18-/m1/s1	VYJOAYZRCNHDNG-GOSISDBHSA-O	
gOx`bDnLiMuVuU@@	1y20	101.105	-2.8055	-0.601	3	1	70.94	67.77	none	none	none	7	0	1	[NH3+]C1(CC1)C([O-])=O	InChI=1S/C4H7NO2/c5-4(1-2-4)3(6)7/h1-2,5H2,(H,6,7)	PAJPWUMXBYXFCZ-UHFFFAOYSA-N	
fluIP@DTxHFgQSdTRbRJbTVSNBe[sUKUUUTqEHrmOP@	1a69	268.228	-3.341	-0.367	9	5	181.37	140.06	none	none	none	19	4	2	OC[C@H]([C@H]([C@H]1O)O)O[C@H]1c1n[nH]c2c1N=CNC2=O	InChI=1S/C10H12N4O5/c15-1-3-7(16)8(17)9(19-3)5-4-6(14-13-5)10(18)12-2-11-4/h2-3,7-9,15-17H,1H2,(H,13,14)(H,11,12,18)/t3-,7-,8+,9-/m0/s1	MTCJZZBQNCXKAP-IGPDFVGCSA-N	
fdyQRFLJuYpX`BER{h}dbbbRRbbLIQWjejiffh@@	1c88	269.256	-5.319	-1.831	7	2	184.49	154.21	none	none	none	18	0	3	[O-]C(C(Nc1c(C([O-])=O)c(CC[NH2+]C2)c2s1)=O)=O	InChI=1S/C10H10N2O5S/c13-7(10(16)17)12-8-6(9(14)15)4-1-2-11-3-5(4)18-8/h11H,1-3H2,(H,12,13)(H,14,15)(H,16,17)/p-1	ZIBMATWHOAGNTR-UHFFFAOYSA-M	
fjmPIBCQ`cAEVBTG`JPqqNrRSFJJ[JZKZRdyZjjjjYfbTcIqR`@	1w4q	324.156	-7.5811	0.407	10	2	205.55	161.1	none	none	none	21	4	4	[O-]P([O-])(O[C@H]([C@@H](CO)O[C@H]1N(C=CC(N2)=O)C2=O)[C@H]1F)=O	InChI=1S/C9H12FN2O8P/c10-6-7(20-21(16,17)18)4(3-13)19-8(6)12-2-1-5(14)11-9(12)15/h1-2,4,6-8,13H,3H2,(H,11,14,15)(H2,16,17,18)/p-2/t4-,6-,7-,8+/m1/s1	IFIXUMAFUNKIAA-JBBNEOJLSA-L	
fdyapDO@qrQkA}NRJIJISZHr`oQjjjjjjnPaEQL`diN`@	1fh7	266.269	-3.308	0.243	8	6	174.77	136.22	none	none	none	18	7	2	O[C@@H](C[NH2+]C[C@H]1O[C@@H]([C@@H]([C@H]2O)O)OC[C@H]2O)[C@H]1O	InChI=1S/C10H19NO7/c12-4-1-11-2-6(7(4)14)18-10-9(16)8(15)5(13)3-17-10/h4-16H,1-3H2/p+1/t4-,5-,6+,7+,8+,9+,10-/m0/s1	XGWCBUHCPVYINT-VTAUKWRXSA-O	
ehZZD@@DLACC`MLbbbbbVRfQTTRTRtUXdLlFNvn~AZjffZj@@@@B`@@@	2jfz	439.518	3.9171	-5.518	7	0	333.5	71.33	none	high	none	33	0	5	CC(C)CN(c1nn(Cc2cccc3ccccc23)c(-c2ccncc2)c1C(N1C)=O)C1=O	InChI=1S/C26H25N5O2/c1-17(2)15-30-24-22(25(32)29(3)26(30)33)23(19-11-13-27-14-12-19)31(28-24)16-20-9-6-8-18-7-4-5-10-21(18)20/h4-14,17H,15-16H2,1-3H3	NNZDBCPMOOEFTE-UHFFFAOYSA-N	
fcHbDNBUhNPRGIrJJIQHkJJKSZJILehrRkwA@qSAAEUTQHjfp@	1o5c	383.446	3.683	-5.011	6	4	269.53	109.75	none	none	low	28	2	4	C[C@H](CCCC1)[C@H]1Oc1cccc(-c([nH]c2c3)nc2cc(F)c3C(N)=[NH2+])c1O	InChI=1S/C21H23FN4O2/c1-11-5-2-3-7-17(11)28-18-8-4-6-12(19(18)27)21-25-15-9-13(20(23)24)14(22)10-16(15)26-21/h4,6,8-11,17,27H,2-3,5,7H2,1H3,(H3,23,24)(H,25,26)/p+1/t11-,17+/m1/s1	CMCDWLMEDRBWIR-DIFFPNOSSA-O	
edVRLDHGLmhSKJ`HcPHagHhdidliCDeeMDeeDePqHhedmlCC@@@RuUSUU@@E@@@	1j17	500.041	1.4749	-3.937	7	1	343.64	83.45	none	none	none	34	0	3	O=C(C(CC1)CCN1c1cc[nH+]cc1)N(CC1)CCN1S(c1ccc(cc(cc2)Cl)c2c1)(=O)=O	InChI=1S/C25H27ClN4O3S/c26-22-3-1-21-18-24(4-2-20(21)17-22)34(32,33)30-15-13-29(14-16-30)25(31)19-7-11-28(12-8-19)23-5-9-27-10-6-23/h1-6,9-10,17-19H,7-8,11-16H2/p+1	ZLAKCKVFSRSENR-UHFFFAOYSA-O	
fjmQJBCQ`cAAJlDhOCGD{IILXhilihmiJSejjjjifZIRLWEJ@@	1w4o	322.165	-8.2822	0.989	11	3	205.55	181.33	none	none	none	21	4	4	[O-]P([O-])(O[C@H]([C@@H](CO)O[C@H]1N(C=CC(N2)=O)C2=O)[C@@H]1O)=O	InChI=1S/C9H13N2O9P/c12-3-4-7(20-21(16,17)18)6(14)8(19-4)11-2-1-5(13)10-9(11)15/h1-2,4,6-8,12,14H,3H2,(H,10,13,15)(H2,16,17,18)/p-2/t4-,6+,7-,8+/m1/s1	FOGRQMPFHUHIGU-APTPUMFKSA-L	
fac@XC@HM[pTyKUoT][`}gj}wlbfbbbbbTRaa`eM@QDttsL@@@	1bq4	336.120	-13.886	-1.694	12	0	224.94	240.78	none	none	none	24	0	6	[O-]C(c1c(C([O-])=O)c(C([O-])=O)c(C([O-])=O)c(C([O-])=O)c1C([O-])=O)=O	InChI=1S/C12H6O12/c13-7(14)1-2(8(15)16)4(10(19)20)6(12(23)24)5(11(21)22)3(1)9(17)18/h(H,13,14)(H,15,16)(H,17,18)(H,19,20)(H,21,22)(H,23,24)/p-6	YDSWCNNOKPMOTP-UHFFFAOYSA-H	
fikHpBD\dxCEVzMgC{HhdhbdddeDeeJ\KUjYfjf@BZ@HEN`	2hxm	344.282	-3.1939	-3.607	10	1	266.5	147.83	none	none	none	25	0	8	[O-]C(c1ccc(/C=N/OCCO/N=C/C(N=C(N2)[O-])=CC2=O)cc1)=O	InChI=1S/C15H14N4O6/c20-13-7-12(18-15(23)19-13)9-17-25-6-5-24-16-8-10-1-3-11(4-2-10)14(21)22/h1-4,7-9H,5-6H2,(H,21,22)(H2,18,19,20,23)/p-2	XHDKIDMFBWLHAX-UHFFFAOYSA-L	
fjm`HDL`pIVg^Kf\dTTRbRfLTNiJNZjjjjjjhTHbDUErRQeY@@	1ocq	310.322	-3.7153	0.32	9	7	207.38	156.45	none	none	none	21	8	4	OC[C@@H](C[NH2+]C[C@H]1O)[C@H]1O[C@@H]([C@@H]([C@H]1O)O)O[C@H](CO)[C@H]1O	InChI=1S/C12H23NO8/c14-3-5-1-13-2-6(16)11(5)21-12-10(19)9(18)8(17)7(4-15)20-12/h5-19H,1-4H2/p+1/t5-,6-,7-,8+,9-,10-,11-,12+/m1/s1	LEOSSOWHBSKZSO-PQMSSWMBSA-O	
dk\LB@x~{HhheEBfe]ZAbA`@@	3b7j	173.147	-0.4843	-2.546	3	0	129.29	57.2	none	none	none	13	0	0	[O-]c(cccc1C(C=C2)=O)c1C2=O	InChI=1S/C10H6O3/c11-7-4-5-9(13)10-6(7)2-1-3-8(10)12/h1-5,12H/p-1	KQPYUDDGWXQXHS-UHFFFAOYSA-M	
gNy`bDuqeInvjid@	1pb8	105.093	-3.7943	0.101	4	2	79.12	88	none	none	none	7	1	2	[NH3+][C@H](CO)C([O-])=O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m1/s1	MTCFGRXMJLQNBG-UWTATZPHSA-N	
dk_H@DxPrJIQQHrnWVhF@h@@	1s38	175.190	0.48	-2.642	4	2	132.72	67.48	none	none	high	13	0	0	Cc1cccc2c1N=C(N)NC2=O	InChI=1S/C9H9N3O/c1-5-3-2-4-6-7(5)11-9(10)12-8(6)13/h2-4H,1H3,(H3,10,11,12,13)	NLLZAHIPYDRNRQ-UHFFFAOYSA-N	
ek`\B@@LCK@NimldTTRTRRRfVRRrQHXDL|rjFhI@H`B@hjh@@@	2br1	391.426	3.5783	-6.894	7	2	304.44	89.64	none	none	none	29	0	7	COc(cc1)ccc1-c1c(-c(cc2)ccc2OC)oc2ncnc(NCCO)c12	InChI=1S/C22H21N3O4/c1-27-16-7-3-14(4-8-16)18-19-21(23-11-12-26)24-13-25-22(19)29-20(18)15-5-9-17(28-2)10-6-15/h3-10,13,26H,11-12H2,1-2H3,(H,23,24,25)	ARBUGBBNEFAECO-UHFFFAOYSA-N	
efQTNHHFFhDLCKODPOCClddvbbRbTTrfbVRTTvJLwvtIMKUUUMLDE@EPB@@PABIP`h@@	2web	539.543	0.2035	-5.19	9	2	411.18	143.67	none	none	none	38	4	13	CC(C)[C@@H](C(N[C@@H](Cc1cc2ccccc2cc1)[P@@]([O-])(O[C@@H](Cc1ccccc1)C(OC)=O)=O)=O)NC=O	InChI=1S/C28H33N2O7P/c1-19(2)26(29-18-31)27(32)30-25(17-21-13-14-22-11-7-8-12-23(22)15-21)38(34,35)37-24(28(33)36-3)16-20-9-5-4-6-10-20/h4-15,18-19,24-26H,16-17H2,1-3H3,(H,29,31)(H,30,32)(H,34,35)/p-1/t24-,25+,26-/m0/s1	SBIPQEWAZQAMRY-NXCFDTQHSA-M	
fdyIB@AN|FH@aJUegYYUXwjhJAbiH@@	1k4h	264.352	0.8642	-3.968	5	3	200.01	118.8	none	none	none	18	0	4	CCCSCc(cc(cc12)N)c2N=C(N)NC1=O	InChI=1S/C12H16N4OS/c1-2-3-18-6-7-4-8(13)5-9-10(7)15-12(14)16-11(9)17/h4-5H,2-3,6,13H2,1H3,(H3,14,15,16,17)	RSKNEWMEOVQZII-UHFFFAOYSA-N	
fdyapDO@qrQkA}NRJIJISZHr`oQjjjjjjnPaEQL`diN`@	1v0k	266.269	-3.308	0.243	8	6	174.77	136.22	none	none	none	18	7	2	O[C@@H](C[NH2+]C[C@H]1O[C@@H]([C@@H]([C@H]2O)O)OC[C@H]2O)[C@H]1O	InChI=1S/C10H19NO7/c12-4-1-11-2-6(7(4)14)18-10-9(16)8(15)5(13)3-17-10/h4-16H,1-3H2/p+1/t4-,5-,6+,7+,8+,9+,10-/m0/s1	XGWCBUHCPVYINT-VTAUKWRXSA-O	
fdyap@D@hIU`qRYY}egV\]yjjjjjjYbLdeiNWd@	1od8	263.245	-2.761	-0.138	8	5	177.39	128.48	none	none	none	18	6	2	O[C@H](CO[C@H]([C@@H]1O)O[C@H](CCNC2=O)[C@@H]2O)[C@@H]1O	InChI=1S/C10H17NO7/c12-4-3-17-10(8(15)6(4)13)18-5-1-2-11-9(16)7(5)14/h4-8,10,12-15H,1-3H2,(H,11,16)/t4-,5-,6+,7-,8+,10-/m0/s1	BHZMHPRIYUPDCT-PCLWXIDFSA-N	
ed\^LBDLKIekghXDC@@`jPjdFiBzXYrRPjJIJIPqZQIWIQEZ^CKKTE@tUUUUSUEAP`@	1w7g	509.596	-2.66	-1.188	10	5	348.98	169.38	none	none	none	34	1	11	NC(NCCC[C@@H](C(N1CCN(CCC[NH3+])CC1)=O)NS(c1cc(C(F)(F)F)ccc1)(=O)=O)=[NH2+]	InChI=1S/C20H32F3N7O3S/c21-20(22,23)15-4-1-5-16(14-15)34(32,33)28-17(6-2-8-27-19(25)26)18(31)30-12-10-29(11-13-30)9-3-7-24/h1,4-5,14,17,28H,2-3,6-13,24H2,(H4,25,26,27)/p+2/t17-/m0/s1	KGJKWHCPJPBEJP-KRWDZBQOSA-P	
	2r9w																	
fbmIb@IVSdgE@BDiyYvyWVB]zJZjjj`PJ`fIRLPd@	2qtg	296.350	-0.2239	-3.521	7	3	205.81	131.72	none	none	none	20	4	3	CSC[C@H]([C@H]([C@H]1O)O)O[C@H]1n1c2ncnc(N)c2cc1	InChI=1S/C12H16N4O3S/c1-20-4-7-8(17)9(18)12(19-7)16-3-2-6-10(13)14-5-15-11(6)16/h2-3,5,7-9,12,17-18H,4H2,1H3,(H2,13,14,15)/t7-,8-,9+,12+/m1/s1	WBPLMFVTQMIPLW-XBWDGYHZSA-N	
dk_DADHpU^N\bbTRRQkiujABJ@@	1enu	177.163	-1.691	-2.4	5	2	127.2	92.16	none	none	none	13	0	0	[NH3+]c(cc1)cc(C([O-])=NN2)c1C2=O	InChI=1S/C8H7N3O2/c9-4-1-2-5-6(3-4)8(13)11-10-7(5)12/h1-3H,9H2,(H,10,12)(H,11,13)	HUDPLKWXRLNSPC-UHFFFAOYSA-N	
fduH@@@PxIJVVUW]qQUmFCFZa`h@@@@@	2c3l	234.261	2.2037	-3.738	4	2	178.88	57.36	none	none	none	18	0	1	c(cc1)cc2c1[nH]nc2-c1nc(cccc2)c2[nH]1	InChI=1S/C14H10N4/c1-2-6-10-9(5-1)13(18-17-10)14-15-11-7-3-4-8-12(11)16-14/h1-8H,(H,15,16)(H,17,18)	JTKFRFMSUBOCIQ-UHFFFAOYSA-N	
eiSZBDHLOBnaXDEm`@`XH|gIICEDdeDldebhiDXhddmc@djlVZ^Uj`h@`JJiZ@@@H@@@@	3bgc	594.779	1.282	-3.709	9	3	437.64	160.17	none	none	none	41	0	12	Nc(cc1)ccc1S(N(CC[NH2+]CCN(Cc1ccccc1)S(c(cc1)ccc1N)(=O)=O)Cc1ccccc1)(=O)=O	InChI=1S/C30H35N5O4S2/c31-27-11-15-29(16-12-27)40(36,37)34(23-25-7-3-1-4-8-25)21-19-33-20-22-35(24-26-9-5-2-6-10-26)41(38,39)30-17-13-28(32)14-18-30/h1-18,33H,19-24,31-32H2/p+1	LGNWJMPLPCSVBL-UHFFFAOYSA-O	
fjmqaDMFRQc`X`lQgYEEEMLTeMDerVRpQDSS@@@HJ`	2glp	414.033	1.3817	-4.002	6	2	236.89	97.64	none	none	none	21	0	3	[O-]c(c(Br)c1O)c(/C=N/NC(c2cnccc2)=O)cc1Br	InChI=1S/C13H9Br2N3O3/c14-9-4-8(11(19)10(15)12(9)20)6-17-18-13(21)7-2-1-3-16-5-7/h1-6,19-20H,(H,18,21)/p-1	PYVJEAZDEZTGIS-UHFFFAOYSA-M	
fluhPBAFmEHNJtSkSdbbbTRreRVJF\FMUUUP@UEHIDqBRb@@	1nc3	269.260	-5.0055	-0.673	9	7	163.81	147.03	none	none	none	19	5	2	Nc1c2NN[C@-]([C@@H]([C@@H]3O)O[C@H](CO)[C@H]3O)c2[nH+]cn1	InChI=1S/C10H15N5O4/c11-10-6-4(12-2-13-10)5(14-15-6)9-8(18)7(17)3(1-16)19-9/h2-3,5,7-9,14-18H,1H2,(H2,11,12,13)/q-1/p+1/t3-,7+,8+,9+/m1/s1	MPKPCYHYMZPGHI-HOPXMADZSA-O	
ff}pPBDJBArZjfoILljslnsHuoMPPTUUUDSduKSt@@	2oym	309.365	-3.4922	-1.279	7	4	229.28	112.47	none	high	none	22	4	5	CN(C)c(cc1)ccc1C(NC[C@H]([C@H]1O)[NH2+][C@H](C[O-])[C@H]1O)=O	InChI=1S/C15H22N3O4/c1-18(2)10-5-3-9(4-6-10)15(22)16-7-11-13(20)14(21)12(8-19)17-11/h3-6,11-14,17,20-21H,7-8H2,1-2H3,(H,16,22)/q-1/p+1/t11-,12+,13-,14+/m1/s1	RADYNGPHVSLNNS-RQJABVFESA-O	
fleaPBF@PXLT]GdfyeUeyDkrV```XF@@@	1c84	257.201	-3.3855	-3.052	6	1	187.63	109.36	low	high	none	19	0	3	[O-]C(C(Nc1cc2ccccc2cc1C([O-])=O)=O)=O	InChI=1S/C13H9NO5/c15-11(13(18)19)14-10-6-8-4-2-1-3-7(8)5-9(10)12(16)17/h1-6H,(H,14,15)(H,16,17)(H,18,19)/p-2	DQBLKSRRWDWNKQ-UHFFFAOYSA-L	
fcHbBNBUhNPRGICvQQQJIEYQQZ[QQIdmFRU^xHFJhHHjjaIEXu@@	1o5g	382.438	2.105	-5.011	6	3	270.71	112.58	none	none	low	28	2	4	C[C@@H](CCCC1)[C@@H]1Oc1cccc(-c([nH]c2c3)nc2cc(C(N)=[NH2+])c3F)c1[O-]	InChI=1S/C21H23FN4O2/c1-11-5-2-3-7-17(11)28-18-8-4-6-12(19(18)27)21-25-15-9-13(20(23)24)14(22)10-16(15)26-21/h4,6,8-11,17,27H,2-3,5,7H2,1H3,(H3,23,24)(H,25,26)/t11-,17+/m0/s1	CMCDWLMEDRBWIR-APPDUMDISA-N	
fdePP@DX@hL\bbbRbRbNSNFlYsUSSUUUDhaHt]@@	1e2k	252.269	-0.6783	-1.725	6	3	169.12	89.87	none	none	none	18	4	2	CC(C(N1)=O)=CN([C@@H](C2)[C@@H](C3)[C@]3(CO)[C@H]2O)C1=O	InChI=1S/C12H16N2O4/c1-6-4-14(11(18)13-10(6)17)8-2-9(16)12(5-15)3-7(8)12/h4,7-9,15-16H,2-3,5H2,1H3,(H,13,17,18)/t7-,8+,9-,12+/m1/s1	NOWRLNPOENZFHP-SREGZZRCSA-N	
fly@QDFZCDDPRHcrSLwO_M|eADQMLt@@@	2gss	302.132	1.0565	-4.168	4	0	219.66	66.43	none	none	high	19	0	6	CCC(C(c(c(Cl)c1Cl)ccc1OCC([O-])=O)=O)=C	InChI=1S/C13H12Cl2O4/c1-3-7(2)13(18)8-4-5-9(12(15)11(8)14)19-6-10(16)17/h4-5H,2-3,6H2,1H3,(H,16,17)/p-1	AVOLMBLBETYQHX-UHFFFAOYSA-M	
eh\\E@DHKM`DACGDnie`XIP{HihdhehidheLdlXdnILjo`V`BJZjjjjjjJhtgbbfRj`@	1jqy	471.461	-2.9615	-1.431	13	5	337.42	186.77	none	none	none	33	5	9	[O-][N+](c1cc(O[C@H]([C@@H]([C@H]2O)O)O[C@H](CO)[C@@H]2O)cc(C(NCCCN2CCOCC2)=O)c1)=O	InChI=1S/C20H29N3O10/c24-11-15-16(25)17(26)18(27)20(33-15)32-14-9-12(8-13(10-14)23(29)30)19(28)21-2-1-3-22-4-6-31-7-5-22/h8-10,15-18,20,24-27H,1-7,11H2,(H,21,28)/t15-,16-,17-,18-,20+/m1/s1	CBPMHEKCQNCVNT-VBEQINLCSA-N	
fkoQsFLc`cB^{NCpiHLdD]cc}ddedLRTrVTrbbJfc^BuU@@@SUMSA@j@@	1bzc	427.275	-5.9841	-4.194	9	2	290.58	185.32	none	none	none	29	1	8	NC([C@H](CCC([O-])=O)NC(c1ccc(cc(C(F)(F)P([O-])([O-])=O)cc2)c2c1)=O)=O	InChI=1S/C17H17F2N2O7P/c18-17(19,29(26,27)28)12-4-3-9-7-11(2-1-10(9)8-12)16(25)21-13(15(20)24)5-6-14(22)23/h1-4,7-8,13H,5-6H2,(H2,20,24)(H,21,25)(H,22,23)(H2,26,27,28)/p-3/t13-/m0/s1	OWWCIKSGGKYNHT-ZDUSSCGKSA-K	
fdei@@L\tYpLdTRTTTRRXmV\FMADTSUE@@@	1e1v	247.301	1.7029	-4.184	6	2	193.79	89.71	none	none	none	18	0	3	Nc(nc1OCC2CCCCC2)nc2c1nc[nH]2	InChI=1S/C12H17N5O/c13-12-16-10-9(14-7-15-10)11(17-12)18-6-8-4-2-1-3-5-8/h7-8H,1-6H2,(H3,13,14,15,16,17)	MWGXGTJJAOZBNW-UHFFFAOYSA-N	
ffcApD@DEiNZz{HhhiheMDTeJpQoQJuHTP@EE@@@	3cf8	301.229	-0.0878	-2.491	7	4	203.12	130.28	high	none	none	22	0	1	[O-]c1cc(O)cc(OC(c(cc2)cc(O)c2O)=C2O)c1C2=O	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H/p-1	REFJWTPEDVJJIY-UHFFFAOYSA-M	
figp`@LFl@ZTsJrjmnodXHwlu{PR@Q@DAE@@@@	2brb	331.374	3.7183	-6.858	5	2	259.92	71.18	none	none	none	25	0	5	OCCNc1c(c(-c2ccccc2)c(-c2ccccc2)o2)c2ncn1	InChI=1S/C20H17N3O2/c24-12-11-21-19-17-16(14-7-3-1-4-8-14)18(15-9-5-2-6-10-15)25-20(17)23-13-22-19/h1-10,13,24H,11-12H2,(H,21,22,23)	UQHINZSKNAAVOZ-UHFFFAOYSA-N	
fdyQPBFN@`pXhzOIMsJkKpeN|tDDSRq@@@	1c83	246.178	-4.5405	-1.971	7	2	177.2	125.15	none	high	none	18	0	3	[O-]C(C(Nc(cc1[nH]ccc1c1)c1C([O-])=O)=O)=O	InChI=1S/C11H8N2O5/c14-9(11(17)18)13-8-4-7-5(1-2-12-7)3-6(8)10(15)16/h1-4,12H,(H,13,14)(H,15,16)(H,17,18)/p-2	AHWMERGBWWROMM-UHFFFAOYSA-L	
f`aaRBARTYw`Ubn}vQQISJHsRcH@JZY`@@	1ecv	333.033	-4.1428	-2.462	6	1	179.31	109.36	none	none	none	16	0	3	[O-]C(C(Nc(ccc(I)c1)c1C([O-])=O)=O)=O	InChI=1S/C9H6INO5/c10-4-1-2-6(5(3-4)8(13)14)11-7(12)9(15)16/h1-3H,(H,11,12)(H,13,14)(H,15,16)/p-2	SHSWHSQPJKMCPN-UHFFFAOYSA-L	
fjmPqFLQ`cp\e@DJB@}FR}ddaTTTRVfebcNRmSARCPt@@@	1xgi	327.317	-1.6872	-3.432	8	1	217.95	168.74	none	none	none	21	0	4	[O-]C(c(scc1)c1S(Nc1cc([N+]([O-])=O)ccc1)(=O)=O)=O	InChI=1S/C11H8N2O6S2/c14-11(15)10-9(4-5-20-10)21(18,19)12-7-2-1-3-8(6-7)13(16)17/h1-6,12H,(H,14,15)/p-1	CITCNTPVKZFUAJ-UHFFFAOYSA-M	
	2r9x																	
dk^BBA@ftYrJJJZESaTzjjjjZHbrTaTp@	2pwg	190.218	-3.991	0.069	5	5	140.02	85.36	none	none	none	13	6	0	O[C@@H](CC1)[C@H]([C@H]([C@@H]2O)O)[N@@H+]1C[C@@H]2O	InChI=1S/C8H15NO4/c10-4-1-2-9-3-5(11)7(12)8(13)6(4)9/h4-8,10-13H,1-3H2/p+1/t4-,5-,6+,7+,8+/m0/s1	JDVVGAQPNNXQDW-TVNFTVLESA-O	
dklJbJy]LI@~RYYkyifjjflrEF`@	1v1j	191.134	-3.6327	-0.822	5	3	124.56	100.82	none	none	none	13	3	1	[O-]C([C@@](C[C@H]([C@@H]1O)O)(C=C1F)O)=O	InChI=1S/C7H9FO5/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h1,4-5,9-10,13H,2H2,(H,11,12)/p-1/t4-,5+,7-/m0/s1	DGZQZSSRYAJDAX-BFHQHQDPSA-M	
ek`XHBHKA@HaHHrBCiBr\bbRrdrVRRdRTJVhXLljZVv`@jjjjj`@baCbVP@	1aid	453.064	3.4362	-5.719	2	2	338.12	75.27	none	none	none	29	0	6	O[C@]1(CC[N@@H+](CCCC2(c(cc3)ccc3F)SCCS2)CC1)c(cc1)ccc1Cl	InChI=1S/C23H27ClFNOS2/c24-20-6-2-18(3-7-20)22(27)11-14-26(15-12-22)13-1-10-23(28-16-17-29-23)19-4-8-21(25)9-5-19/h2-9,27H,1,10-17H2/p+1	KVDKNVPAAQKHKD-UHFFFAOYSA-O	
defBCBAAeNJYyInufjihr@@	1xff	146.122	-5.3111	-0.421	5	1	111.81	107.9	none	none	none	10	1	4	[NH3+][C@@H](CCC([O-])=O)C([O-])=O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1	WHUUTDBJXJRKMK-VKHMYHEASA-M	
fbuIBDNJSfPHaLiLkk[J{TYxL@EM@AL@@@	1bju	289.745	2.6777	-3.649	5	4	201.19	92.74	none	none	none	20	0	3	NC(c(cc1)ccc1NC(Nc(cc1)ccc1Cl)=O)=[NH2+]	InChI=1S/C14H13ClN4O/c15-10-3-7-12(8-4-10)19-14(20)18-11-5-1-9(2-6-11)13(16)17/h1-8H,(H3,16,17)(H2,18,19,20)/p+1	HQWKMDKTTCPCMQ-UHFFFAOYSA-O	
flui@DDBeEHDSdTRbTJRRrcNJt{sRuSRsSPHDP	1ghz	254.272	-1.0277	-4.475	6	4	179.02	107.47	low	low	none	19	0	0	NC(N)=C(C=CC1=N2)C=C1N/C2=C(\C=CC=[NH+]1)/C1=O	InChI=1S/C13H11N5O/c14-11(15)7-3-4-9-10(6-7)18-12(17-9)8-2-1-5-16-13(8)19/h1-6,18H,14-15H2/p+1	XBBFSCMYFQEWGN-UHFFFAOYSA-O	
fbmQcDFA]{HH``PhHsvQQQSQSIRILgKICFZiB`Vba@@	2nta	327.792	0.6383	-5.231	5	0	214.02	109.42	high	none	none	20	0	2	[O-]C(CN1c2csc(-c3ccccc3)c2Cl)=NS1(=O)=O	InChI=1S/C12H9ClN2O3S2/c13-11-9(15-6-10(16)14-20(15,17)18)7-19-12(11)8-4-2-1-3-5-8/h1-5,7H,6H2,(H,14,16)/p-1	LCPRWBWCEGWNKF-UHFFFAOYSA-M	
die@B@PIR[e^Eh@@@@	1oss	121.162	0.9303	-0.885	2	2	85.34	51.61	none	none	none	9	0	1	NC(c1ccccc1)=[NH2+]	InChI=1S/C7H8N2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H3,8,9)/p+1	PXXJHWLDUBFPOL-UHFFFAOYSA-O	
fbuPJBCA`cAAZ}dGacb]ddfLTVVbbvDjJVjjjjYflTSDj@@	1w4p	306.166	-7.4301	0.59	10	2	200.46	161.1	none	none	none	20	3	4	[O-]P([O-])(O[C@@H](C1)[C@@H](CO)O[C@H]1N(C=CC(N1)=O)C1=O)=O	InChI=1S/C9H13N2O8P/c12-4-6-5(19-20(15,16)17)3-8(18-6)11-2-1-7(13)10-9(11)14/h1-2,5-6,8,12H,3-4H2,(H,10,13,14)(H2,15,16,17)/p-2/t5-,6+,8-/m0/s1	LXKGKXYIAAKOCT-BBVRLYRLSA-L	
